verification_result,failed_attempts,verification_frequency,key_size,algorithm,hour,signature_size,certificate_valid,source_frequency,failed_verification_rate,document_size,metadata_anomaly,replay_indicator,key_age_days,time_since_previous,threat
1,2,28,2048,RSA-PKCS1v15,14,1015,1,3,0.07142857142857142,1070,0,0,1831,338,0
1,13,15,4096,RSA-PKCS1v15,19,358,1,15,0.8666666666666667,2556,0,1,1300,155,1
1,5,6,3072,RSA-PSS,4,966,1,16,0.8333333333333334,3746,0,0,257,59,1
1,14,20,3072,RSA-PKCS1v15,6,967,1,22,0.7,3776,0,0,329,275,1
1,7,14,3072,RSA-PSS,17,297,1,49,0.5,1682,1,0,777,771,1
1,0,2,4096,RSA-PKCS1v15,23,402,1,31,0.0,411,0,0,1259,201,0
0,5,9,2048,RSA-PSS,10,321,1,31,0.5555555555555556,611,0,0,51,295,1
0,12,20,1024,RSA-PKCS1v15,17,448,1,1,0.6,3009,0,0,1702,322,1
0,16,26,2048,RSA-PKCS1v15,4,553,1,11,0.6153846153846154,4323,0,0,1767,329,1
1,20,29,4096,RSA-PSS,12,293,0,6,0.6896551724137931,4291,0,0,221,952,1
1,1,1,3072,RSA-PKCS1v15,17,757,1,23,1.0,3462,0,0,783,390,0
1,34,35,3072,RSA-PKCS1v15,1,908,1,9,0.9714285714285714,3644,0,1,596,998,1
1,3,6,1024,RSA-PKCS1v15,19,873,1,16,0.5,297,0,0,1254,284,0
1,5,5,4096,RSA-PSS,3,683,1,38,1.0,97,0,0,1833,176,1
1,4,33,4096,RSA-PKCS1v15,12,919,1,44,0.12121212121212122,2215,0,0,222,610,0
1,5,14,3072,RSA-PKCS1v15,23,607,1,19,0.35714285714285715,2977,0,0,943,349,0
1,9,12,2048,RSA-PSS,15,581,1,45,0.75,4260,0,0,1690,432,1
1,16,20,2048,RSA-PSS,5,293,1,13,0.8,3544,0,0,1078,963,1
1,22,24,3072,RSA-PKCS1v15,7,352,1,32,0.9166666666666666,229,0,0,1655,694,1
1,24,34,3072,RSA-PSS,15,363,1,36,0.7058823529411765,1492,0,0,1734,382,1
1,1,25,2048,RSA-PSS,12,886,0,9,0.04,3248,0,0,1959,272,1
0,25,29,3072,RSA-PSS,22,406,0,46,0.8620689655172413,331,0,0,1297,492,1
1,14,31,2048,RSA-PKCS1v15,3,329,1,46,0.45161290322580644,2748,0,0,198,547,1
1,4,23,4096,RSA-PKCS1v15,1,312,1,49,0.17391304347826086,4946,0,0,128,331,0
1,19,20,3072,RSA-PSS,8,590,1,37,0.95,1846,0,0,1628,875,1
1,5,23,2048,RSA-PKCS1v15,17,507,0,31,0.21739130434782608,2569,0,0,1033,599,1
1,5,16,3072,RSA-PSS,16,1022,1,31,0.3125,1578,0,0,987,158,0
1,1,8,2048,RSA-PKCS1v15,7,509,1,19,0.125,2332,0,0,227,432,0
1,17,21,2048,RSA-PSS,14,640,1,2,0.8095238095238095,4730,0,0,558,325,1
1,1,1,4096,RSA-PKCS1v15,8,711,1,45,1.0,2973,0,0,1158,116,0
1,0,8,1024,RSA-PSS,16,514,1,32,0.0,362,0,0,1988,520,0
1,24,29,2048,RSA-PKCS1v15,22,720,1,43,0.8275862068965517,1038,1,0,1040,619,1
1,13,32,1024,RSA-PKCS1v15,1,289,1,34,0.40625,4580,0,0,215,619,1
1,5,5,2048,RSA-PSS,5,750,1,1,1.0,2019,0,1,1136,626,1
0,12,22,2048,RSA-PKCS1v15,4,581,1,21,0.5454545454545454,937,0,0,855,435,1
1,6,34,2048,RSA-PKCS1v15,16,493,1,3,0.17647058823529413,39,0,0,1181,522,0
1,1,1,3072,RSA-PKCS1v15,1,946,1,27,1.0,2550,0,0,425,796,0
1,11,26,2048,RSA-PKCS1v15,17,871,1,44,0.4230769230769231,3829,0,0,1476,932,1
0,6,10,3072,RSA-PKCS1v15,9,796,1,7,0.6,504,0,1,318,572,1
0,14,30,2048,RSA-PKCS1v15,9,994,1,33,0.4666666666666667,4493,1,0,360,266,1
0,18,18,2048,RSA-PKCS1v15,5,721,1,9,1.0,882,0,0,1400,398,1
0,10,17,2048,RSA-PKCS1v15,11,999,1,30,0.5882352941176471,844,0,0,936,102,1
1,14,26,4096,RSA-PSS,16,559,1,18,0.5384615384615384,3334,0,1,958,63,1
1,2,8,3072,RSA-PKCS1v15,12,372,1,26,0.25,639,0,0,920,997,0
1,0,12,4096,RSA-PSS,19,462,1,20,0.0,2996,1,0,902,687,0
1,2,27,2048,RSA-PKCS1v15,15,952,1,38,0.07407407407407407,39,0,0,1320,709,0
1,2,8,4096,RSA-PSS,9,736,1,41,0.25,3792,0,0,198,824,0
1,19,25,1024,RSA-PKCS1v15,20,905,1,31,0.76,816,0,0,1594,902,1
1,3,4,2048,RSA-PSS,1,658,1,8,0.75,1978,0,0,398,511,0
0,31,33,3072,RSA-PSS,1,931,1,23,0.9393939393939394,3478,0,0,590,222,1
1,1,1,2048,RSA-PKCS1v15,22,842,1,50,1.0,3590,0,0,242,915,0
1,15,19,4096,RSA-PSS,6,488,1,25,0.7894736842105263,1970,0,1,429,436,1
0,11,31,1024,RSA-PKCS1v15,5,539,1,47,0.3548387096774194,4349,0,0,1903,190,1
1,7,16,4096,RSA-PKCS1v15,0,735,1,1,0.4375,230,0,0,611,640,0
1,7,14,3072,RSA-PSS,11,1022,1,46,0.5,1353,0,0,6,945,1
1,4,5,3072,RSA-PKCS1v15,12,264,0,18,0.8,4636,0,1,1815,334,1
1,16,26,2048,RSA-PSS,11,970,1,19,0.6153846153846154,2272,1,0,1342,907,1
0,6,28,2048,RSA-PSS,18,634,1,42,0.21428571428571427,2424,1,0,1236,558,1
1,2,2,4096,RSA-PKCS1v15,8,858,0,6,1.0,2171,0,0,1297,581,1
1,1,6,2048,RSA-PKCS1v15,9,636,1,17,0.16666666666666666,4130,0,0,1108,301,0
1,0,9,3072,RSA-PKCS1v15,16,917,1,46,0.0,2991,0,0,1648,351,0
0,31,33,4096,RSA-PKCS1v15,17,615,1,45,0.9393939393939394,867,1,0,710,876,1
1,3,25,2048,RSA-PKCS1v15,7,431,1,8,0.12,782,1,0,360,570,0
1,12,13,3072,RSA-PSS,6,740,1,42,0.9230769230769231,2502,0,0,1405,928,1
1,5,9,3072,RSA-PSS,8,660,1,9,0.5555555555555556,29,0,0,1564,728,1
1,9,13,2048,RSA-PKCS1v15,9,288,1,37,0.6923076923076923,815,0,0,1165,115,1
1,31,31,2048,RSA-PKCS1v15,11,720,0,27,1.0,1390,1,0,1949,522,1
1,4,11,3072,RSA-PKCS1v15,14,951,1,36,0.36363636363636365,2185,0,0,1534,909,0
1,3,4,2048,RSA-PSS,14,412,1,6,0.75,2415,0,0,1197,367,0
1,15,34,3072,RSA-PSS,3,820,1,6,0.4411764705882353,3373,1,0,1044,269,1
1,3,4,2048,RSA-PSS,3,457,1,45,0.75,3436,0,0,1978,804,0
0,15,19,4096,RSA-PKCS1v15,22,430,1,4,0.7894736842105263,890,0,0,1653,86,1
0,5,6,1024,RSA-PKCS1v15,0,499,1,22,0.8333333333333334,3118,0,0,503,896,1
1,3,34,3072,RSA-PSS,11,524,1,40,0.08823529411764706,1343,0,0,1590,969,0
1,12,18,3072,RSA-PKCS1v15,1,701,1,27,0.6666666666666666,1694,0,0,227,378,1
1,9,13,2048,RSA-PKCS1v15,14,329,0,37,0.6923076923076923,2974,0,0,109,147,1
1,12,23,2048,RSA-PSS,16,351,1,2,0.5217391304347826,1615,0,0,743,118,1
1,1,19,4096,RSA-PSS,6,428,1,9,0.05263157894736842,2567,0,1,1344,135,0
0,2,11,4096,RSA-PKCS1v15,5,661,1,11,0.18181818181818182,453,0,0,1332,527,0
0,1,1,2048,RSA-PSS,11,410,1,20,1.0,2052,1,0,1765,849,1
0,7,24,2048,RSA-PKCS1v15,18,438,1,43,0.2916666666666667,788,0,0,811,814,1
1,7,7,2048,RSA-PSS,0,578,1,39,1.0,3169,0,1,1111,206,1
1,14,25,2048,RSA-PSS,20,544,0,14,0.56,1756,1,0,786,233,1
0,10,21,3072,RSA-PKCS1v15,13,513,1,26,0.47619047619047616,3950,0,0,228,816,1
1,14,15,4096,RSA-PKCS1v15,3,842,1,38,0.9333333333333333,430,0,0,852,66,1
0,0,1,2048,RSA-PSS,4,429,1,30,0.0,1861,0,0,1334,974,0
1,6,12,4096,RSA-PKCS1v15,0,585,1,36,0.5,2118,0,0,828,4,1
1,4,7,2048,RSA-PSS,0,486,1,38,0.5714285714285714,4684,0,0,379,3,0
1,1,15,3072,RSA-PKCS1v15,20,1014,1,35,0.06666666666666667,4006,0,0,1607,259,0
1,7,21,2048,RSA-PSS,5,416,1,6,0.3333333333333333,1368,0,0,1764,715,0
1,6,19,2048,RSA-PSS,4,441,1,3,0.3157894736842105,3920,0,0,385,325,0
1,23,29,3072,RSA-PSS,1,398,1,1,0.7931034482758621,2636,0,0,113,240,1
1,11,25,2048,RSA-PKCS1v15,20,537,1,18,0.44,2697,0,0,1317,605,0
1,15,33,3072,RSA-PSS,4,895,1,23,0.45454545454545453,4216,0,0,1329,796,0
1,29,32,3072,RSA-PSS,8,933,1,32,0.90625,500,0,0,291,535,1
1,9,35,2048,RSA-PSS,18,282,1,29,0.2571428571428571,1305,0,0,1129,798,0
1,5,26,4096,RSA-PSS,20,501,1,23,0.19230769230769232,2091,0,0,1987,318,0
1,1,11,2048,RSA-PKCS1v15,14,742,1,36,0.09090909090909091,3381,0,0,291,599,0
0,4,35,3072,RSA-PKCS1v15,12,902,1,6,0.11428571428571428,2182,1,0,1501,51,1
1,4,8,2048,RSA-PSS,11,457,1,17,0.5,3184,0,0,1545,809,0
1,12,14,2048,RSA-PSS,4,276,1,18,0.8571428571428571,4074,0,1,677,470,1
1,6,10,2048,RSA-PKCS1v15,1,846,1,31,0.6,3763,0,0,60,832,1
1,1,2,3072,RSA-PSS,3,925,1,6,0.5,4999,0,0,1336,43,0
1,6,9,3072,RSA-PKCS1v15,17,349,1,34,0.6666666666666666,3839,0,0,106,204,1
1,0,3,2048,RSA-PSS,20,263,1,44,0.0,1959,0,0,623,347,0
1,5,21,2048,RSA-PKCS1v15,9,727,1,44,0.23809523809523808,3390,1,0,89,58,1
1,23,26,2048,RSA-PSS,12,594,1,27,0.8846153846153846,421,0,0,1292,59,1
1,3,8,3072,RSA-PKCS1v15,11,514,0,36,0.375,1432,1,0,742,680,1
1,0,2,3072,RSA-PKCS1v15,1,310,1,48,0.0,2991,0,1,1863,686,1
1,6,6,2048,RSA-PKCS1v15,14,803,1,42,1.0,1686,0,0,1607,511,1
1,5,28,1024,RSA-PSS,13,261,1,25,0.17857142857142858,1656,0,0,1143,318,1
1,9,29,4096,RSA-PKCS1v15,9,632,1,10,0.3103448275862069,2721,0,0,900,433,0
0,17,26,2048,RSA-PKCS1v15,21,809,1,39,0.6538461538461539,3969,0,0,445,372,1
1,14,25,2048,RSA-PSS,7,305,0,46,0.56,1249,0,0,1453,207,1
1,7,12,1024,RSA-PSS,14,367,1,39,0.5833333333333334,612,0,0,1007,111,1
1,1,5,2048,RSA-PSS,12,401,1,12,0.2,1947,0,0,1375,23,0
0,31,34,3072,RSA-PSS,7,485,0,11,0.9117647058823529,35,0,0,1970,428,1
1,8,15,3072,RSA-PKCS1v15,20,978,1,49,0.5333333333333333,4689,1,0,306,745,1
0,4,15,2048,RSA-PSS,20,752,1,43,0.26666666666666666,1077,0,0,615,940,1
1,9,23,3072,RSA-PSS,21,561,1,3,0.391304347826087,389,0,0,202,787,0
0,3,6,2048,RSA-PSS,13,797,1,22,0.5,1294,0,0,944,684,1
1,5,21,4096,RSA-PSS,0,716,1,4,0.23809523809523808,4474,1,0,1047,11,1
1,15,23,3072,RSA-PSS,12,883,1,8,0.6521739130434783,3192,1,0,1114,572,1
1,2,16,3072,RSA-PSS,7,481,1,14,0.125,3757,0,0,471,934,0
1,9,15,2048,RSA-PSS,17,314,1,20,0.6,2266,1,0,1117,744,1
0,10,25,2048,RSA-PKCS1v15,21,331,0,24,0.4,3937,0,0,1800,747,1
1,10,11,3072,RSA-PKCS1v15,8,683,1,14,0.9090909090909091,4130,0,0,979,515,1
1,0,15,3072,RSA-PKCS1v15,12,983,0,28,0.0,555,0,0,1309,144,0
1,3,4,2048,RSA-PKCS1v15,2,387,1,16,0.75,284,0,0,1707,992,0
1,3,21,4096,RSA-PKCS1v15,17,753,1,32,0.14285714285714285,3451,0,0,309,742,0
1,0,13,4096,RSA-PSS,9,848,1,47,0.0,2279,0,0,1926,521,0
0,8,22,3072,RSA-PSS,4,560,1,12,0.36363636363636365,3118,0,0,733,809,1
1,18,19,4096,RSA-PSS,5,322,1,16,0.9473684210526315,2932,0,0,536,294,1
1,4,34,2048,RSA-PSS,7,485,1,19,0.11764705882352941,3397,0,0,376,325,0
1,5,14,1024,RSA-PKCS1v15,23,588,1,5,0.35714285714285715,1880,0,1,1738,193,1
1,2,4,1024,RSA-PKCS1v15,6,532,1,12,0.5,4023,0,0,499,291,0
1,21,27,3072,RSA-PSS,20,839,1,29,0.7777777777777778,120,0,0,636,639,1
1,0,29,2048,RSA-PSS,17,976,1,5,0.0,1765,0,0,142,419,0
0,19,28,4096,RSA-PKCS1v15,13,399,1,42,0.6785714285714286,4813,1,0,1076,460,1
1,21,35,2048,RSA-PKCS1v15,14,506,1,17,0.6,1377,0,0,1094,996,1
0,6,8,2048,RSA-PKCS1v15,9,946,1,47,0.75,1538,0,0,260,981,1
0,10,16,4096,RSA-PSS,20,335,1,8,0.625,561,0,0,1722,48,1
1,12,30,2048,RSA-PSS,11,312,1,40,0.4,143,0,0,1908,107,1
1,9,18,2048,RSA-PKCS1v15,6,621,1,40,0.5,2921,0,0,1743,264,1
1,2,2,3072,RSA-PKCS1v15,6,563,0,30,1.0,2023,0,1,1317,253,1
0,8,13,2048,RSA-PSS,10,429,1,10,0.6153846153846154,3272,0,0,1840,539,1
1,3,4,2048,RSA-PSS,12,717,1,20,0.75,1070,0,0,378,521,0
1,11,26,2048,RSA-PSS,14,1005,0,45,0.4230769230769231,2517,0,0,1063,732,1
1,22,25,3072,RSA-PSS,17,933,1,16,0.88,2032,0,0,348,158,1
1,13,30,4096,RSA-PKCS1v15,6,851,1,41,0.43333333333333335,2196,0,0,1602,526,1
1,0,11,4096,RSA-PKCS1v15,5,748,1,16,0.0,2675,0,0,1549,919,0
1,1,7,2048,RSA-PKCS1v15,22,815,1,42,0.14285714285714285,3180,0,0,1730,29,0
1,16,31,2048,RSA-PSS,10,894,1,3,0.5161290322580645,2737,0,0,828,538,1
1,10,10,3072,RSA-PSS,7,936,1,23,1.0,3345,0,0,506,726,1
1,8,13,4096,RSA-PSS,19,629,1,22,0.6153846153846154,2656,0,0,382,143,1
0,8,31,2048,RSA-PKCS1v15,0,604,1,28,0.25806451612903225,605,0,0,425,627,1
1,6,7,2048,RSA-PKCS1v15,7,322,1,46,0.8571428571428571,4116,0,0,1824,841,1
1,9,20,3072,RSA-PKCS1v15,7,585,1,45,0.45,2384,0,0,1460,218,1
0,2,4,4096,RSA-PSS,18,449,1,36,0.5,3431,0,0,1669,593,1
0,4,7,2048,RSA-PSS,2,410,1,4,0.5714285714285714,2288,0,0,1731,713,1
1,0,1,2048,RSA-PKCS1v15,4,415,1,38,0.0,1174,0,0,322,67,0
0,4,13,2048,RSA-PSS,2,951,1,24,0.3076923076923077,627,0,1,1614,761,1
1,14,22,1024,RSA-PKCS1v15,14,521,1,19,0.6363636363636364,4870,0,0,250,144,1
1,19,21,3072,RSA-PKCS1v15,13,423,1,11,0.9047619047619048,4154,0,0,1768,141,1
1,22,22,3072,RSA-PKCS1v15,20,400,1,40,1.0,460,1,0,180,346,1
0,24,28,3072,RSA-PKCS1v15,14,441,1,46,0.8571428571428571,1808,0,0,1918,465,1
1,1,9,2048,RSA-PSS,23,678,1,40,0.1111111111111111,4596,0,0,1004,96,0
1,12,26,2048,RSA-PSS,16,712,1,46,0.46153846153846156,1902,0,0,1713,408,1
1,7,9,2048,RSA-PSS,17,600,1,39,0.7777777777777778,2464,0,1,29,118,1
1,15,15,2048,RSA-PSS,1,990,1,18,1.0,2232,0,0,1520,830,1
1,8,10,4096,RSA-PSS,11,809,1,12,0.8,3818,1,1,1702,697,1
1,9,24,2048,RSA-PSS,15,771,1,14,0.375,1294,0,0,1350,804,0
1,8,8,1024,RSA-PKCS1v15,3,960,1,47,1.0,2537,0,0,738,444,1
1,13,24,2048,RSA-PSS,1,359,1,18,0.5416666666666666,1767,0,0,1672,757,1
1,8,16,2048,RSA-PSS,13,502,0,44,0.5,232,0,0,187,982,1
0,24,26,3072,RSA-PSS,10,278,1,42,0.9230769230769231,4374,0,0,55,380,1
1,13,27,4096,RSA-PKCS1v15,12,780,1,12,0.48148148148148145,910,1,0,878,713,1
1,2,4,2048,RSA-PSS,6,399,1,40,0.5,2375,0,0,514,278,0
1,19,24,3072,RSA-PKCS1v15,9,985,1,27,0.7916666666666666,4490,0,1,1434,361,1
1,15,19,2048,RSA-PSS,23,950,1,6,0.7894736842105263,1619,0,0,1855,370,1
1,1,10,2048,RSA-PSS,0,1009,1,24,0.1,4731,0,0,17,622,0
1,9,25,4096,RSA-PSS,20,448,1,33,0.36,3300,0,0,1595,212,0
0,2,18,2048,RSA-PKCS1v15,3,720,1,45,0.1111111111111111,1233,0,1,88,259,1
1,10,19,3072,RSA-PKCS1v15,17,630,1,16,0.5263157894736842,1917,1,1,1247,676,1
1,10,10,2048,RSA-PSS,5,932,1,50,1.0,1372,0,0,1808,97,1
0,20,33,3072,RSA-PSS,1,947,1,12,0.6060606060606061,2761,0,0,1082,210,1
1,4,5,4096,RSA-PSS,2,884,1,31,0.8,3979,1,0,704,548,1
1,21,35,4096,RSA-PKCS1v15,13,521,1,37,0.6,1278,0,0,1586,778,1
1,6,34,4096,RSA-PKCS1v15,7,633,1,13,0.17647058823529413,4947,0,0,725,612,0
1,16,33,3072,RSA-PSS,15,805,1,8,0.48484848484848486,1241,1,0,1254,21,1
1,1,21,2048,RSA-PKCS1v15,18,811,1,38,0.047619047619047616,4078,0,1,1178,729,1
1,11,17,3072,RSA-PKCS1v15,17,329,1,3,0.6470588235294118,1757,0,1,1297,433,1
0,9,22,3072,RSA-PKCS1v15,5,693,1,20,0.4090909090909091,2568,0,0,1906,616,1
1,1,15,1024,RSA-PKCS1v15,13,481,1,4,0.06666666666666667,747,0,0,1070,371,0
0,10,35,2048,RSA-PSS,2,563,1,44,0.2857142857142857,4446,0,0,1898,393,1
1,15,28,4096,RSA-PSS,15,603,1,45,0.5357142857142857,2989,0,0,895,624,1
1,0,7,3072,RSA-PKCS1v15,0,731,1,2,0.0,1961,0,1,452,219,0
1,17,32,2048,RSA-PKCS1v15,11,570,1,36,0.53125,1791,0,0,1330,504,1
1,2,11,4096,RSA-PKCS1v15,13,780,0,23,0.18181818181818182,539,0,0,427,632,0
1,4,10,2048,RSA-PSS,18,680,1,45,0.4,4139,0,0,118,761,0
0,9,9,2048,RSA-PSS,21,779,1,19,1.0,4428,0,0,688,847,1
1,5,14,3072,RSA-PKCS1v15,18,817,1,40,0.35714285714285715,1214,0,0,1022,948,0
1,8,13,2048,RSA-PKCS1v15,8,504,1,8,0.6153846153846154,1996,0,0,580,96,1
1,11,25,3072,RSA-PKCS1v15,6,886,0,16,0.44,356,0,0,251,432,1
0,2,2,2048,RSA-PKCS1v15,13,824,1,43,1.0,1225,0,0,403,188,1
1,11,35,2048,RSA-PSS,4,437,1,18,0.3142857142857143,2778,1,0,1766,501,1
1,3,7,2048,RSA-PSS,17,361,1,36,0.42857142857142855,254,1,0,921,876,0
1,12,21,4096,RSA-PSS,8,446,1,24,0.5714285714285714,2735,0,0,200,375,1
1,3,18,2048,RSA-PSS,20,392,1,1,0.16666666666666666,3061,1,0,1170,434,0
1,2,3,2048,RSA-PSS,6,955,1,1,0.6666666666666666,142,0,0,1075,423,0
1,5,11,1024,RSA-PSS,8,375,1,46,0.45454545454545453,1380,0,0,914,144,1
1,1,24,2048,RSA-PKCS1v15,3,1009,1,36,0.041666666666666664,2106,0,0,1392,540,0
1,14,19,2048,RSA-PKCS1v15,16,327,1,11,0.7368421052631579,1097,0,0,1722,499,1
1,3,4,2048,RSA-PSS,11,1010,1,18,0.75,1657,0,0,320,6,0
1,11,26,3072,RSA-PSS,5,386,1,16,0.4230769230769231,1901,0,0,199,317,0
1,12,32,3072,RSA-PSS,17,712,0,17,0.375,1730,0,0,1465,774,1
0,16,33,4096,RSA-PKCS1v15,7,734,1,24,0.48484848484848486,4012,1,0,145,230,1
1,2,3,3072,RSA-PKCS1v15,20,307,1,34,0.6666666666666666,2270,1,0,1083,122,1
0,0,9,2048,RSA-PKCS1v15,14,829,1,4,0.0,128,0,0,1731,495,0
1,7,8,2048,RSA-PKCS1v15,2,374,1,35,0.875,2913,0,0,143,706,1
1,20,33,3072,RSA-PSS,1,519,1,15,0.6060606060606061,2818,0,0,1247,617,1
1,4,6,3072,RSA-PKCS1v15,23,494,1,2,0.6666666666666666,904,0,0,1124,936,0
1,1,4,2048,RSA-PSS,22,606,1,31,0.25,1275,1,0,1050,711,0
1,3,13,4096,RSA-PKCS1v15,8,510,1,9,0.23076923076923078,372,1,0,1456,475,0
0,1,2,2048,RSA-PKCS1v15,7,940,1,10,0.5,1783,1,0,526,574,1
1,4,5,2048,RSA-PKCS1v15,3,564,1,25,0.8,323,0,0,122,796,0
1,14,27,2048,RSA-PKCS1v15,1,1004,1,5,0.5185185185185185,1716,1,0,1489,508,1
1,11,32,4096,RSA-PSS,13,862,1,14,0.34375,3475,0,0,265,592,0
1,4,21,3072,RSA-PSS,1,750,1,42,0.19047619047619047,4377,0,1,1031,175,1
1,6,8,4096,RSA-PSS,1,312,0,48,0.75,1799,0,0,731,521,1
0,6,8,2048,RSA-PSS,21,658,1,38,0.75,2403,1,0,1244,692,1
1,0,3,3072,RSA-PSS,6,322,1,40,0.0,3620,1,0,1719,271,0
1,3,3,2048,RSA-PSS,11,301,1,2,1.0,3704,0,1,396,674,1
1,4,22,4096,RSA-PSS,5,861,0,18,0.18181818181818182,2290,0,0,913,788,1
1,4,6,1024,RSA-PKCS1v15,17,905,1,29,0.6666666666666666,999,1,0,1481,718,1
1,2,2,2048,RSA-PSS,3,624,1,20,1.0,3690,0,0,108,572,0
1,14,23,2048,RSA-PKCS1v15,18,860,1,8,0.6086956521739131,2473,0,0,1516,186,1
0,2,2,4096,RSA-PSS,12,487,1,37,1.0,914,0,0,1928,587,1
0,13,17,3072,RSA-PKCS1v15,19,657,1,49,0.7647058823529411,3054,0,0,859,94,1
1,18,35,2048,RSA-PSS,20,816,1,48,0.5142857142857142,3407,1,0,636,579,1
0,12,34,2048,RSA-PKCS1v15,22,278,1,26,0.35294117647058826,4007,0,0,1706,514,1
1,9,23,4096,RSA-PSS,1,829,1,37,0.391304347826087,4849,0,0,1484,178,1
1,20,30,4096,RSA-PSS,7,522,1,49,0.6666666666666666,920,0,0,933,654,1
1,4,8,3072,RSA-PSS,18,373,1,4,0.5,2617,0,0,1940,952,0
1,22,22,2048,RSA-PSS,8,855,1,33,1.0,1755,0,0,769,989,1
1,3,5,2048,RSA-PKCS1v15,3,856,1,22,0.6,2133,1,1,1033,965,1
0,12,13,4096,RSA-PSS,15,310,1,6,0.9230769230769231,4352,0,0,1391,556,1
1,19,29,2048,RSA-PSS,18,408,1,33,0.6551724137931034,1861,1,0,1816,686,1
1,24,31,2048,RSA-PKCS1v15,9,494,1,28,0.7741935483870968,4681,1,0,1149,902,1
1,5,16,3072,RSA-PSS,5,520,1,24,0.3125,3775,0,0,1186,904,0
1,30,30,4096,RSA-PKCS1v15,15,523,1,4,1.0,1625,0,0,36,295,1
1,3,16,2048,RSA-PKCS1v15,9,368,0,2,0.1875,2400,0,0,1028,231,0
1,1,12,3072,RSA-PSS,12,421,1,13,0.08333333333333333,2772,0,0,413,236,0
1,15,17,4096,RSA-PSS,8,923,1,46,0.8823529411764706,1215,0,0,1111,93,1
0,4,16,2048,RSA-PKCS1v15,6,263,0,49,0.25,4036,0,0,483,487,1
1,5,12,2048,RSA-PSS,3,969,0,11,0.4166666666666667,2689,0,0,912,44,1
1,3,8,4096,RSA-PKCS1v15,18,472,1,35,0.375,2456,0,0,1800,539,0
1,12,20,4096,RSA-PSS,3,686,1,39,0.6,3322,0,0,603,784,1
1,2,3,4096,RSA-PSS,18,547,0,10,0.6666666666666666,4397,0,0,1831,475,1
1,1,16,3072,RSA-PKCS1v15,18,305,1,43,0.0625,2111,0,0,1082,39,0
1,12,30,2048,RSA-PSS,11,362,1,10,0.4,3226,0,0,1164,1000,0
1,10,23,4096,RSA-PSS,12,264,1,8,0.43478260869565216,3679,0,0,172,385,0
0,21,28,2048,RSA-PSS,3,1000,1,5,0.75,3040,0,0,260,435,1
1,4,5,4096,RSA-PKCS1v15,9,955,1,23,0.8,2534,1,0,1519,959,1
1,3,20,4096,RSA-PSS,20,711,1,34,0.15,4127,0,0,25,289,0
1,1,1,3072,RSA-PKCS1v15,6,578,1,47,1.0,3317,0,0,198,248,0
1,19,30,4096,RSA-PSS,4,564,0,32,0.6333333333333333,2752,0,0,579,562,1
1,19,21,4096,RSA-PKCS1v15,16,877,0,16,0.9047619047619048,1971,0,0,423,359,1
0,14,20,2048,RSA-PSS,17,400,1,4,0.7,4635,0,0,1142,438,1
1,3,6,3072,RSA-PSS,10,995,1,28,0.5,3631,0,0,792,795,0
1,8,22,2048,RSA-PKCS1v15,14,667,0,48,0.36363636363636365,110,0,0,6,209,1
0,6,18,3072,RSA-PSS,20,369,1,44,0.3333333333333333,1323,0,1,1121,124,1
1,2,8,2048,RSA-PKCS1v15,21,830,1,14,0.25,3458,0,0,72,975,0
1,18,32,2048,RSA-PSS,6,654,1,12,0.5625,3254,0,0,929,854,1
1,5,33,4096,RSA-PKCS1v15,17,530,1,21,0.15151515151515152,1911,0,0,432,761,0
0,14,16,4096,RSA-PSS,5,379,1,48,0.875,4684,0,0,963,403,1
1,8,12,2048,RSA-PKCS1v15,17,341,1,16,0.6666666666666666,1224,0,0,380,284,1
1,19,34,3072,RSA-PSS,15,837,1,44,0.5588235294117647,3636,0,0,1794,663,1
0,8,14,3072,RSA-PKCS1v15,1,302,1,2,0.5714285714285714,799,0,0,550,576,1
1,31,33,4096,RSA-PKCS1v15,18,966,1,23,0.9393939393939394,1376,0,0,808,996,1
1,3,23,3072,RSA-PSS,0,456,1,29,0.13043478260869565,3633,0,0,56,241,0
1,1,2,3072,RSA-PKCS1v15,10,531,1,46,0.5,512,0,0,615,167,0
1,17,21,4096,RSA-PKCS1v15,19,804,1,43,0.8095238095238095,182,0,0,1127,752,1
1,0,2,2048,RSA-PSS,4,970,1,9,0.0,896,0,0,216,561,0
0,19,27,4096,RSA-PSS,15,385,1,7,0.7037037037037037,1427,0,1,21,699,1
0,6,9,4096,RSA-PSS,22,703,1,29,0.6666666666666666,3542,0,0,1651,148,1
1,1,1,4096,RSA-PSS,0,644,1,44,1.0,4378,0,0,210,701,0
1,10,11,2048,RSA-PSS,18,831,1,17,0.9090909090909091,3439,0,0,291,623,1
1,0,3,2048,RSA-PSS,13,518,1,9,0.0,1419,0,0,715,896,0
1,21,23,4096,RSA-PKCS1v15,2,887,1,6,0.9130434782608695,2933,0,0,1995,265,1
1,25,26,2048,RSA-PKCS1v15,1,533,1,44,0.9615384615384616,4963,0,0,835,501,1
1,3,4,3072,RSA-PKCS1v15,23,969,1,20,0.75,1920,0,0,188,279,0
1,11,18,2048,RSA-PSS,4,301,1,10,0.6111111111111112,270,0,0,1175,749,1
0,1,6,2048,RSA-PSS,16,423,1,9,0.16666666666666666,3362,0,0,1985,903,0
1,12,35,2048,RSA-PKCS1v15,17,700,1,12,0.34285714285714286,1362,0,1,191,159,1
